Id,PostTypeId,AcceptedAnswerId,positionOfAnswer,answerCreationDate,delayBetweenQuestionCreationAndAnswerCreation,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,Category
41251543,1,41258348,954,12/21/2016 8:32:46,11,,"42724,89475",,4,2424,5140726,,5140726,,"42724,90236","42725,35609",MVP and RxJava - Handling Orientation Changes on Android,<android><rx-java><screen-orientation><rx-android>,2,Modify
41363429,1,41363521,955,12/28/2016 13:53:37,0,,"42732,5745",,1,481,5985958,,5985958,,"42732,58145","42732,58617",Android MVP architecture - communication between IMPORT and view,<android><design-patterns><mvp>,1,Modify
41652621,1,41653733,960,1/14/2017 18:54:08,1,,"42749,70961",,2,753,3134405,,3134405,,"42749,73216","42749,78759",Trouble IMPORTing shared lib with CMake using Android NDK,<android><android-studio><android-ndk><cmake>,1,Modify
41732005,1,41732163,961,1/19/2017 1:13:56,0,,"42754,03663",,1,818,896112,,,,,"42754,05134",Full screen preview camera2Basic Example Project,<android><android-layout><android-camera2>,1,Modify
41790052,1,41790239,963,1/22/2017 11:19:49,0,,"42757,45775",,2,780,2216919,,2216919,,"42757,48475","43123,08303",Camera2 API Make Preview Fill Entire View,<java><android><android-layout><android-fragments><android-camera2>,2,Modify
36055167,1,41862649,964,1/25/2017 22:14:05,7549,,"42446,35441",,1,2741,5225911,,4370109,,"42448,41517","42760,92645",Camera2 API picture taken wont show at gallery apps,<android><android-studio><android-camera2>,3,Modify
41892544,1,41893129,965,1/27/2017 11:38:25,0,,"42762,46391",,5,3196,410867,,,,,"42762,48501","Android, CMake and Static Linking",<android-ndk><cmake>,1,Modify
41982214,1,41982309,966,"42737,60691",0,,"42767,60353",,1,587,6325994,,,,,"42767,60691",Android Camera2 : can't take picture with front camera,<android><android-camera>,1,Modify
42068877,1,42069068,969,"42888,5638",0,,"42772,55751",,1,821,4395114,,4395114,,"42772,56101","43090,33635",Is Android Fingerprint provide fingerprint name or Any unique identity of fingerprint?,<android><android-6.0-marshmallow><android-fingerprint-api>,2,Modify
37462464,1,42082187,970,"42918,21611",6159,,"42516,56661",,1,235,6285198,,,,,"42773,21611",how to get Key_name for fingerprint scanner?,<android>,1,Modify
42119670,1,42138738,971,"42980,58546",20,,"42774,72309",,1,259,1902536,,,,,"42775,58546",Sound glitch on Android OpenSLES buffered queue,<android-ndk><opensl>,1,Modify
42054221,1,42152545,972,"43010,25352",109,,"42771,67148",,27,1174,1887939,,,,,"42780,92384",Memory allocation problems with android application,<java><android><android-camera2>,4,Modify
42112519,1,42176567,973,"43041,5731",73,,"42774,49927",,8,3263,3251783,,3251783,,"42774,5231","42777,5731",How to Disable multiple barcode detection android Vision API,<android><barcode-scanner><android-vision>,2,Modify
42258489,1,42289088,974,2/17/2017 3:56:05,32,,"42781,81528",,1,755,1493868,,296427,,"42823,56769","42823,56769",SafetyNet: package name always return null,<android><google-play-services><safetynet>,1,Modify
42403890,1,42426052,977,2/23/2017 20:58:32,22,,"42788,95718",,3,1782,72437,,62576,,"42788,95918","42789,87398",What is the use case of new Voided Purchases API,<android>,2,Modify
42420540,1,42448872,413,2/24/2017 21:48:10,29,,"42789,66481",,4,546,1652657,,8511554,,"43194,72571","43194,72571",Mobile Vision API BarcodeDetector only detects in centre of the screen,<android><barcode><android-vision><vision-api>,1,Modify
42901334,1,42912408,982,3/20/2017 19:31:12,8,,"42814,44052",,4,6003,7230462,,7230462,,"42815,60146","42955,64972",Manual Focus using android camera2 API,<android><api><focus><android-camera2><lg>,2,Modify
43052236,1,43080639,983,3/28/2017 21:55:02,29,,"42821,70436",,1,212,5339746,,,,,"42822,91322",Show camera2 preview in wallpaperservice,<java><android><android-studio><camera><camera2>,1,Modify
43134675,1,43134808,984,3/31/2017 7:21:16,0,,"42825,30175",,1,527,257948,,1083957,,"43032,04777","43032,04777",Dagger 2 LocalDataSource cannot be provided without @Provides annotated method,<java><android><dependency-injection><dagger-2><dagger>,1,Modify
43362896,1,43397458,986,4/13/2017 16:33:32,33,,"42837,30571",,1,423,5551028,,656408,,"42838,0292","42838,68995",Bluetooth LE GATT issue,<android><bluetooth><android-things>,1,Modify
41627671,1,43554730,988,4/22/2017 2:56:34,2373,,"42748,20876",,2,701,5344661,,5344661,,"42748,24016","42847,12262",Camera2 api preview is not same with capture,<android><android-camera2>,1,Modify
43632752,1,43661005,990,4/27/2017 14:44:02,27,,"42851,47331",,5,1548,1785200,,,,,"43084,9152",Crop face from the CameraSource,<android><android-camera><android-vision>,2,Modify
44208122,1,44285588,994,5/31/2017 13:02:26,114,,"42881,77295",,4,5103,2970357,,2308683,,"42911,79211","42911,79211",android Camera2 API + TextureView overlay for drawing on camera preview,<android><overlay><preview><camera2>,1,Modify
44749473,1,44769286,999,6/26/2017 21:57:46,27,,"42911,78343",,2,1126,3816569,,2308683,,"42912,99171","42912,99212",Draw rectangle over camera2 preview android,<android><nullpointerexception><android-camera>,1,Modify
44863661,1,44863853,1000,"42742,74234",0,,"42917,72683",,2,979,8021836,,3908170,,"43360,99022","43360,99022",Android Camera2 pictures appear rotated in gallery,<android><android-camera2>,2,Modify
44948245,1,44949641,1002,"42893,54141",1,,"42922,49884",,2,3809,1635488,,,,,"42922,54141",FusedLocationProviderClient not sending location updates,<android><service><location><google-play-services>,1,Modify
45051996,1,45059954,1003,"43076,5869",5,,"42928,34117",,1,779,5552022,,,,,"42928,60273",Android Fingerprint Authentication with Signature,<android><authentication><keystore><signature><fingerprint>,1,Modify
45201324,1,45204178,1005,7/20/2017 2:40:42,5,,"42935,894",,1,2129,517860,,517860,,"42935,90256","43536,30315",Dagger and databinding,<android><mvvm><dagger-2><android-databinding><dagger.android>,3,Modify
45407964,1,45563152,1009,"42955,35253",195,,"42947,22147",,14,2331,2024527,,7663565,,"42951,16986","43222,16609",Take picture with drawable/paint on face using vision api,<android><google-vision><vision-api>,3,Modify
45630453,1,45631324,1011,"43047,38516",0,,"42958,35476",,1,215,1271435,,1271435,,"42958,39931","42958,39983",Managed Configurations: defining an array of strings,<android><android-for-work>,2,Modify
45783523,1,45878920,527,8/25/2017 9:57:56,114,,"42967,62515",,6,2067,4433653,,182660,,"42969,9699","43392,11932",MVVM Dagger2 A Binding With Matching Key Exists in Component,<android><mvvm><dagger-2><android-architecture-components><android-mvvm>,1,Modify
37483049,1,46002017,1014,"42744,58755",11090,,"42517,50191",,6,4907,1791546,,1791546,,"42552,43392","43109,62963",How to implement PdfRenderer Zoom and Scroll support?,<java><android><pdfrenderer>,3,Modify
45982524,1,46148860,1016,"43048,23617",256,,"42978,55696",,6,363,1573279,,472495,,"43310,51628","43390,73737",Camera2Basic app front camera takes pic upside down,<android><camera><android-camera2>,3,Modify
41615189,1,46238934,1017,9/15/2017 11:52:05,5901,,"42747,58723",,4,1827,7409905,,,,,"43026,35973",Call recording with OpenSL,<android><android-ndk><audio-recording><voice-recording>,2,Modify
46435424,1,46452324,1020,9/27/2017 15:57:31,19,,"43004,86074",,3,1813,541867,,541867,,"43006,35411","43006,35411",Kotlin dagger 2 Android ViewModel injection error,<android><kotlin><viewmodel><dagger-2><kotlin-interop>,1,Modify
47451783,1,47711258,1028,"42959,39417",360,,"43062,3919",,1,293,4792517,,4792517,,"43062,46045","43147,6241",Could not take photo with front camera 2,<android><android-camera><android-camera2><front-camera>,1,Modify
48172376,1,48173636,1035,"43344,72647",1,,"43109,677",,1,48,3004821,,,,,"43109,85001",Can we use PDFRenderer in a service?,<android><pdf>,1,Modify
47051069,1,48248557,625,1/14/2018 10:13:59,1777,,"43040,3647",,3,317,5346565,,2649012,,"43040,41999","43114,43067",downloadable fonts - can't download some google fonts,<android><fonts><google-font-api><google-fonts>,1,Modify
48406497,1,48410303,1039,1/23/2018 20:32:04,4,,"43123,68465",,10,1935,2414033,,192373,,"43149,20542","43149,20542",Camera2 understanding the sensor and device orientations,<android><rotation><android-camera2>,1,Modify
48645234,1,48649395,1040,"43253,75872",3,,"43137,59986",,1,452,4875522,,,,,"43137,75872",Provisioning Device Owner and CosuApp,<android><android-for-work><cosu>,1,Modify
48774255,1,48972468,1041,2/25/2018 10:29:15,279,,"43144,81112",,2,353,7295614,,7295614,,"43146,68205","43156,43698",How to extend the Google android architecture dagger sample?,<java><android><dagger-2><dagger-android>,1,Modify
49029004,1,49042294,1077,"43103,15616",15,,"43159,49682",,1,158,1497597,,1497597,,"43160,15563","43227,45747",Why [onDataPoint] of google fit not call?,<android><google-fit>,1,Modify
49212540,1,49213923,1076,"43376,86972",2,,"43169,76705",,1,222,3537499,,3537499,,"43169,81927","43169,86972",Android NDK OpenGLES not rendering triangles,<c++><opengl-es><android-ndk>,1,Modify
49213525,1,49214549,1075,"43376,92588",2,,"43169,83861",,1,238,1433537,,,,,"43169,93777",Android Dagger 2 keep fragment alive as long as activity,<android><dagger-2><dagger-android>,1,Modify
49232559,1,49280941,663,3/14/2018 14:55:50,52,,"43171,4216",,4,1722,4903889,,4903889,,"43174,20243","43175,24292",ConstrainLayout ConstraintSet - not working properly with Start/End constrains,<android><android-constraintlayout>,2,Modify
49417910,1,49418792,1044,3/22/2018 0:45:50,1,,"43180,96053",,1,41,1306140,,,,,"43181,03183",Location Updates on Boot - turn on and off in activity,<android><location>,1,Modify
49488903,1,49489018,1045,3/26/2018 10:15:09,0,,"43185,42293",,32,7467,4136777,,4136777,,"43187,51422","43194,60043",LocationRequest constructor is marked as internal,<java><android><location>,2,Modify
50053555,1,50145474,1052,"43164,03898",144,,"43217,01233",,1,260,7905229,,,,,"43223,03898",Android TabLayout Fragment with MVP,<android-fragments><mvp><android-tablelayout>,1,Modify
51216376,1,51220755,1057,"43288,28797",11,,"43287,79587",,1,489,734298,,734298,,"43288,26336","43288,28797",Room Retrofit Dagger2 MVP: Error: cannot find symbol variable DaggerAppComponent,<android><dependency-injection><retrofit><dagger-2><android-room>,1,Modify
29472129,1,51223759,1058,"43288,56679",28512,,"42100,55493",,3,1621,2410994,,2410994,,"42102,55809","43288,56679",IntentService doesn't get called in combination with PendingIntent,<android><android-pendingintent><android-geofence><android-intentservice>,1,Modify
51757164,1,51762972,1060,"43351,3795",9,,"43320,99995",,3,2313,3609514,,2978334,,"43321,42093","43321,42093",How to create LiveData which emits a single event and notifies only last subscribed observer?,<android><android-architecture-components><android-jetpack><android-livedata>,1,Modify
